PlantID,MarketID,Product,DistanceKm,TransportCostPerUnit
P074,M064,SKU_E,1211,26.19
P009,M076,SKU_D,446,11.08
P042,M048,SKU_E,735,15.28
P001,M056,SKU_C,1646,34.76
P051,M040,SKU_D,1263,26.28
P073,M069,SKU_A,436,10.08
P039,M014,SKU_B,237,5.34
P033,M056,SKU_E,1430,29.58
P012,M023,SKU_D,422,9.59
P064,M013,SKU_E,1885,38.83
P061,M097,SKU_C,1748,36.94
P064,M005,SKU_C,879,18.15
P043,M069,SKU_A,1034,22.88
P067,M086,SKU_C,821,18.98
P093,M080,SKU_B,1285,27.58
P098,M001,SKU_C,1273,27.11
P098,M075,SKU_B,1373,28.34
P002,M054,SKU_C,637,15.39
P010,M044,SKU_C,1213,26.75
P094,M027,SKU_B,1629,34.72
P010,M035,SKU_C,1454,31.2
P069,M073,SKU_E,1161,26.08
P086,M079,SKU_C,1145,24.4
P004,M093,SKU_A,1144,24.0
P090,M085,SKU_B,1284,27.73
P027,M023,SKU_E,1348,29.13
P012,M071,SKU_E,579,13.18
P040,M073,SKU_B,331,8.84
P039,M037,SKU_A,114,3.32
P095,M073,SKU_A,683,16.55
P055,M035,SKU_B,252,5.76
P058,M050,SKU_E,900,18.52
P019,M048,SKU_C,1648,35.91
P018,M055,SKU_C,1717,35.97
P027,M057,SKU_C,407,10.83
P072,M082,SKU_E,1594,33.37
P085,M071,SKU_D,1616,32.92
P009,M015,SKU_B,1608,34.24
P081,M073,SKU_B,1910,39.3
P047,M099,SKU_E,1584,32.61
P064,M093,SKU_D,1381,29.63
P035,M012,SKU_B,152,4.91
P032,M088,SKU_C,1012,21.72
P042,M041,SKU_D,446,9.97
P077,M069,SKU_D,1124,24.71
P042,M093,SKU_A,1326,29.2
P093,M008,SKU_E,548,13.17
P032,M023,SKU_D,144,3.51
P013,M086,SKU_A,711,16.9
P014,M055,SKU_B,1518,32.57
P092,M019,SKU_E,1961,41.56
P053,M013,SKU_C,775,16.43
P037,M089,SKU_D,1738,37.42
P076,M033,SKU_C,1479,30.29
P069,M026,SKU_C,1924,39.54
P040,M041,SKU_B,786,16.75
P025,M033,SKU_D,754,16.0
P095,M082,SKU_B,450,10.26
P063,M056,SKU_E,1035,23.14
P033,M055,SKU_A,503,10.93
P028,M066,SKU_E,298,8.02
P092,M006,SKU_B,438,10.7
P085,M005,SKU_C,668,16.09
P064,M059,SKU_E,752,16.41
P040,M029,SKU_D,857,18.55
P003,M060,SKU_D,161,5.52
P035,M037,SKU_B,457,12.01
P070,M017,SKU_D,286,6.25
P030,M022,SKU_E,1066,22.37
P068,M039,SKU_E,811,18.73
P015,M093,SKU_A,898,20.56
P016,M038,SKU_C,823,18.5
P097,M041,SKU_C,1350,27.93
P008,M037,SKU_D,1551,31.81
P009,M094,SKU_A,1259,26.96
P080,M021,SKU_D,1174,24.76
P014,M032,SKU_C,214,6.32
P028,M012,SKU_C,888,19.4
P027,M080,SKU_B,1015,21.99
P016,M098,SKU_E,936,19.97
P026,M057,SKU_C,1321,28.24
P052,M045,SKU_C,241,6.35
P094,M035,SKU_E,1657,34.24
P077,M006,SKU_D,1310,26.74
P050,M055,SKU_C,1315,28.05
P057,M084,SKU_E,332,9.14
P098,M067,SKU_A,1300,28.08
P050,M077,SKU_B,1366,29.23
P080,M045,SKU_C,1688,35.46
P095,M073,SKU_E,183,4.77
P095,M051,SKU_D,175,5.86
P078,M046,SKU_D,724,17.37
P036,M085,SKU_B,1187,25.51
P008,M047,SKU_A,1808,38.08
P055,M023,SKU_A,336,7.85
P070,M100,SKU_E,1061,23.69
P005,M097,SKU_B,399,10.35
P001,M044,SKU_E,1732,36.49
P059,M001,SKU_D,918,19.89
P080,M036,SKU_E,680,15.71
P061,M043,SKU_B,382,9.67
P007,M033,SKU_B,1727,36.25
P013,M084,SKU_E,1101,24.77
P012,M070,SKU_A,1776,36.91
P018,M038,SKU_D,936,21.31
P099,M064,SKU_E,908,21.01
P005,M030,SKU_B,1153,24.97
P049,M099,SKU_C,1278,28.0
P003,M069,SKU_C,1545,32.98
P038,M035,SKU_C,1034,22.31
P089,M083,SKU_B,699,15.94
P053,M068,SKU_A,274,6.53
P089,M078,SKU_A,1709,35.77
P096,M049,SKU_E,705,16.53
P039,M099,SKU_C,320,7.05
P087,M064,SKU_D,1088,23.5
P093,M050,SKU_A,1720,36.8
P002,M100,SKU_D,1077,22.22
P021,M044,SKU_D,1415,31.24
P059,M070,SKU_D,1881,39.65
P016,M003,SKU_D,628,14.86
P009,M093,SKU_B,705,16.49
P043,M095,SKU_C,333,8.76
P089,M075,SKU_C,543,12.74
P003,M086,SKU_B,369,8.56
P015,M075,SKU_A,937,21.07
P056,M099,SKU_D,1572,33.12
P011,M085,SKU_A,434,9.29
P004,M065,SKU_D,1604,33.41
P048,M055,SKU_B,400,10.09
P094,M009,SKU_A,1911,40.58
P066,M024,SKU_B,1608,33.45
P039,M017,SKU_D,1638,33.45
P004,M082,SKU_B,1132,24.61
P089,M004,SKU_A,583,12.18
P080,M036,SKU_C,1645,35.26
P050,M034,SKU_B,1627,33.73
P074,M053,SKU_C,395,10.52
P074,M023,SKU_C,377,9.59
P003,M082,SKU_D,698,16.94
P067,M009,SKU_E,1473,30.27
P057,M095,SKU_B,1674,36.36
P048,M039,SKU_A,658,14.21
P003,M068,SKU_E,1710,36.42
P027,M034,SKU_B,193,5.56
P020,M083,SKU_A,685,15.98
P047,M046,SKU_E,861,19.75
P033,M094,SKU_D,1693,34.88
P027,M096,SKU_D,982,22.28
P089,M083,SKU_B,699,15.94
P006,M004,SKU_A,791,18.45
P009,M039,SKU_C,683,14.53
P045,M020,SKU_E,262,6.34
P029,M056,SKU_B,1190,25.79
P081,M028,SKU_E,503,12.62
P087,M088,SKU_D,1297,27.56
P026,M006,SKU_E,1381,28.91
P008,M078,SKU_E,1043,23.83
P025,M034,SKU_D,415,8.91
P005,M066,SKU_E,1709,35.45
P051,M012,SKU_E,677,16.11
P086,M019,SKU_C,1117,23.59
P048,M065,SKU_A,1157,25.85
P091,M003,SKU_C,923,19.31
P017,M060,SKU_B,1079,22.57
P005,M083,SKU_C,1613,33.18
P008,M098,SKU_D,606,14.52
P027,M006,SKU_C,680,15.71
P008,M054,SKU_A,945,21.62
P004,M014,SKU_A,815,18.71
P049,M097,SKU_A,109,3.45
P063,M013,SKU_E,575,12.88
P063,M074,SKU_C,1645,35.04
P030,M049,SKU_A,1833,39.55
P026,M055,SKU_B,872,18.77
P016,M088,SKU_A,1579,32.37
P092,M002,SKU_C,1918,41.08
P092,M095,SKU_E,548,11.53
P030,M016,SKU_C,1227,27.01
P063,M052,SKU_A,385,8.27
P065,M002,SKU_E,1395,30.53
P029,M023,SKU_D,1604,32.75
P046,M009,SKU_D,1629,33.59
P099,M059,SKU_D,1626,33.37
P056,M001,SKU_C,389,10.0
P054,M042,SKU_B,742,17.31
P098,M009,SKU_A,260,6.32
P041,M080,SKU_C,590,14.65
P013,M025,SKU_E,708,15.35
P016,M033,SKU_E,1097,23.93
P025,M072,SKU_E,353,8.04
P083,M015,SKU_D,838,17.52
P064,M063,SKU_A,234,6.65
P095,M079,SKU_A,923,19.07
P067,M095,SKU_D,344,7.51
P083,M048,SKU_A,796,17.56
P094,M005,SKU_C,302,8.6
P079,M017,SKU_D,135,3.87
P070,M017,SKU_A,1519,32.63
P005,M041,SKU_E,878,18.25
P021,M092,SKU_D,273,6.33
P028,M048,SKU_B,540,11.39
P085,M039,SKU_C,880,18.89
P019,M088,SKU_D,269,7.51
P011,M080,SKU_D,1124,24.22
P087,M020,SKU_B,226,7.51
P083,M076,SKU_E,173,4.68
P062,M043,SKU_D,281,7.06
P053,M068,SKU_A,274,6.53
P067,M074,SKU_C,1054,23.89
P040,M043,SKU_A,1020,21.82
P037,M047,SKU_C,280,7.55
P043,M011,SKU_C,1678,34.11
P046,M010,SKU_B,1614,34.33
P071,M079,SKU_B,1514,31.26
P026,M069,SKU_E,1216,25.88
P079,M043,SKU_A,1202,26.61
P089,M012,SKU_B,940,19.45
P022,M096,SKU_A,1438,31.36
P072,M026,SKU_D,1388,28.78
P016,M069,SKU_A,638,14.33
P014,M065,SKU_E,1920,40.52
P049,M028,SKU_B,1795,37.68
P027,M074,SKU_B,477,12.41
P093,M027,SKU_C,1910,39.48
P042,M070,SKU_B,1885,39.13
P088,M040,SKU_E,538,12.22
P066,M048,SKU_B,1300,28.97
P044,M068,SKU_B,1443,30.27
P001,M009,SKU_E,1550,32.32
P035,M077,SKU_A,1021,23.06
P054,M076,SKU_C,506,12.67
P026,M045,SKU_A,1796,38.68
P030,M068,SKU_C,885,20.24
P031,M052,SKU_D,1218,25.27
P013,M001,SKU_C,1137,25.03
P012,M079,SKU_A,681,16.26
P094,M084,SKU_D,333,7.3
P040,M023,SKU_E,291,7.37
P029,M029,SKU_E,1686,35.45
P067,M010,SKU_A,570,14.16
P079,M074,SKU_A,1958,40.65
P037,M047,SKU_A,1186,26.37
P023,M084,SKU_C,428,10.75
P078,M058,SKU_E,687,16.2
P023,M050,SKU_A,295,7.81
P058,M041,SKU_B,527,13.36
P097,M061,SKU_C,1355,28.68
P098,M013,SKU_E,693,15.91
P009,M029,SKU_D,831,17.41
P064,M054,SKU_E,447,9.48
P048,M087,SKU_E,1914,40.21
P023,M075,SKU_E,1933,39.85
P098,M084,SKU_D,697,14.68
P098,M096,SKU_D,349,9.12
P006,M006,SKU_E,215,6.74
P057,M043,SKU_C,1800,36.71
P086,M069,SKU_A,881,20.31
P045,M009,SKU_A,316,7.49
P065,M035,SKU_E,1239,27.37
P043,M010,SKU_E,549,13.41
P046,M010,SKU_D,1211,26.16
P037,M067,SKU_D,135,3.55
P045,M082,SKU_B,1219,26.15
P043,M028,SKU_E,1716,36.31
P028,M013,SKU_C,1224,25.48
P074,M059,SKU_A,1429,30.07
P040,M002,SKU_A,124,4.2
P009,M010,SKU_A,711,15.38
P020,M012,SKU_D,1389,28.73
P019,M026,SKU_D,117,4.41
P010,M016,SKU_B,517,11.57
P001,M033,SKU_B,418,9.89
P094,M038,SKU_A,1604,33.35
P006,M017,SKU_A,1961,39.73
P014,M074,SKU_D,408,9.82
P057,M031,SKU_C,1538,31.49
P096,M025,SKU_D,593,13.12
P080,M019,SKU_C,313,8.05
P082,M018,SKU_C,1765,36.96
P053,M003,SKU_E,1007,21.62
P009,M099,SKU_D,1774,37.52
P071,M094,SKU_D,1328,29.2
P018,M016,SKU_B,1337,29.58
P031,M041,SKU_D,1663,34.17
P072,M070,SKU_D,1344,29.44
P010,M019,SKU_B,385,10.18
P016,M028,SKU_A,1105,23.76
P031,M052,SKU_B,824,17.89
P064,M043,SKU_D,1688,35.27
P061,M014,SKU_E,103,4.22
P033,M012,SKU_E,1874,39.18
P027,M071,SKU_C,669,16.28
P067,M016,SKU_A,1129,24.56
P062,M006,SKU_B,1525,33.13
P089,M037,SKU_B,1944,40.56
P058,M073,SKU_D,611,12.95
P004,M086,SKU_E,866,19.13
P050,M095,SKU_B,1097,23.85
P001,M026,SKU_E,1874,38.46
P011,M081,SKU_E,106,4.32
P080,M071,SKU_C,378,8.59
P025,M037,SKU_A,1105,22.63
P050,M077,SKU_C,1474,30.08
P066,M027,SKU_D,1762,35.79
P087,M065,SKU_B,718,15.91
P054,M008,SKU_E,1464,31.88
P058,M075,SKU_C,481,11.7
P093,M072,SKU_A,1090,24.77
P052,M078,SKU_E,210,6.21
P034,M086,SKU_A,1491,31.71
P085,M020,SKU_D,1647,35.2
P029,M074,SKU_A,1457,30.31
P045,M061,SKU_C,1855,38.85
P020,M072,SKU_D,1634,35.05
P038,M047,SKU_B,243,7.66
P100,M060,SKU_C,1497,31.81
P040,M048,SKU_E,592,12.45
P042,M043,SKU_E,1644,35.81
P006,M039,SKU_B,1023,21.96
P045,M040,SKU_A,1732,36.9
P064,M031,SKU_C,1160,24.77
P076,M086,SKU_B,401,9.24
P070,M044,SKU_D,1287,27.27
P001,M014,SKU_B,1716,36.31
P081,M085,SKU_C,1291,28.48
P027,M013,SKU_A,472,11.52
P073,M011,SKU_C,512,12.46
P010,M029,SKU_B,717,15.83
P015,M030,SKU_B,126,5.26
P082,M056,SKU_A,1656,35.72
P053,M051,SKU_C,520,12.28
P028,M072,SKU_C,1457,30.56
P043,M033,SKU_D,1390,30.37
P065,M007,SKU_A,1500,32.61
P027,M025,SKU_A,1774,37.21
P091,M081,SKU_B,509,10.73
P018,M071,SKU_E,1124,23.25
P051,M018,SKU_D,1534,32.06
P026,M024,SKU_C,1550,32.51
P046,M069,SKU_D,1301,27.58
P003,M071,SKU_A,1185,24.52
P040,M002,SKU_A,124,4.2
P047,M021,SKU_A,578,12.19
P039,M079,SKU_C,813,17.36
P074,M034,SKU_E,448,9.47
P027,M031,SKU_C,1464,30.61
P075,M046,SKU_D,1348,28.2
P039,M026,SKU_D,962,20.53
P022,M017,SKU_A,1890,39.0
P076,M036,SKU_B,928,20.24
P088,M073,SKU_A,459,10.91
P095,M030,SKU_C,238,6.11
P025,M095,SKU_D,315,7.73
P017,M019,SKU_C,948,21.02
P032,M078,SKU_A,814,18.99
P047,M046,SKU_D,224,6.21
P026,M010,SKU_A,1894,40.77
P070,M068,SKU_C,1476,30.42
P052,M069,SKU_B,1976,41.61
P028,M009,SKU_C,1005,22.43
P002,M066,SKU_C,344,7.48
P042,M084,SKU_D,225,5.65
P075,M004,SKU_A,1687,36.58
P032,M019,SKU_B,926,20.13
P005,M079,SKU_E,459,10.41
P062,M069,SKU_A,568,12.1
P056,M043,SKU_E,871,18.54
P019,M080,SKU_C,585,13.43
P064,M005,SKU_D,1625,35.05
P049,M037,SKU_E,1006,22.85
P070,M075,SKU_C,1203,24.73
P070,M041,SKU_B,862,19.72
P037,M074,SKU_D,376,9.35
P077,M046,SKU_B,1553,33.67
P023,M096,SKU_E,1264,26.37
P069,M072,SKU_E,1702,35.08
P069,M048,SKU_A,823,17.45
P001,M079,SKU_A,1352,28.16
P094,M086,SKU_C,1234,26.91
P026,M091,SKU_E,1367,29.62
P001,M051,SKU_B,1225,25.19
P041,M035,SKU_B,1584,34.28
P092,M079,SKU_B,966,21.62
P048,M082,SKU_D,1395,29.79
P011,M095,SKU_B,233,6.26
P011,M089,SKU_C,910,20.46
P021,M070,SKU_B,1551,32.56
P018,M074,SKU_A,1308,28.47
P010,M038,SKU_A,195,5.72
P097,M034,SKU_A,1951,41.93
P031,M095,SKU_A,1267,26.09
P080,M048,SKU_E,1853,38.82
P034,M038,SKU_E,131,5.41
P022,M028,SKU_E,1658,34.02
P068,M070,SKU_D,357,8.9
P061,M020,SKU_C,1585,34.4
P016,M008,SKU_A,1339,29.66
P067,M059,SKU_D,468,10.1
P025,M043,SKU_E,290,6.96
P096,M037,SKU_E,1118,23.66
P006,M096,SKU_B,503,11.14
P080,M009,SKU_A,968,20.51
P026,M065,SKU_C,520,13.21
P044,M045,SKU_B,469,11.54
P020,M036,SKU_C,1183,24.52
P070,M059,SKU_D,1586,32.92
P047,M063,SKU_D,928,20.56
P029,M078,SKU_A,1638,33.48
P046,M063,SKU_E,455,11.89
P049,M025,SKU_E,201,5.23
P038,M032,SKU_A,1938,41.41
P061,M088,SKU_D,465,12.19
P056,M094,SKU_C,401,10.9
P096,M082,SKU_C,995,22.21
P089,M080,SKU_C,488,11.03
P055,M074,SKU_A,845,17.73
P001,M047,SKU_D,1418,31.23
P017,M097,SKU_D,1410,29.86
P051,M092,SKU_D,549,12.8
P019,M023,SKU_A,1977,42.17
P092,M062,SKU_E,118,5.03
P033,M046,SKU_C,1642,33.47
P042,M090,SKU_B,1948,39.46
P043,M071,SKU_D,697,14.49
P012,M096,SKU_C,1989,41.4
P099,M008,SKU_B,889,20.62
P008,M021,SKU_D,358,9.32
P092,M040,SKU_E,1793,37.13
P069,M093,SKU_A,1908,39.51
P084,M070,SKU_C,971,20.58
P075,M066,SKU_B,884,19.41
P073,M049,SKU_D,1393,30.58
P007,M093,SKU_E,1434,31.25
P052,M057,SKU_B,1488,30.57
P065,M086,SKU_B,806,18.15
P033,M080,SKU_D,1111,23.0
P008,M062,SKU_D,1351,29.2
P083,M057,SKU_A,1870,38.29
P053,M027,SKU_D,1145,25.64
P028,M089,SKU_B,1833,37.64
P055,M002,SKU_C,1506,31.97
P029,M002,SKU_D,1257,27.31
P035,M059,SKU_D,1797,36.8
P016,M001,SKU_B,1945,40.61
P022,M070,SKU_A,1816,37.08
P016,M056,SKU_C,124,3.03
P026,M088,SKU_D,267,8.18
P069,M001,SKU_E,237,6.08
P099,M063,SKU_B,887,19.44
P038,M048,SKU_C,1510,33.13
P030,M100,SKU_D,1997,40.54
P013,M019,SKU_B,967,20.33
P017,M083,SKU_B,1542,32.17
P055,M070,SKU_A,1484,31.57
P067,M013,SKU_C,1765,35.81
P046,M058,SKU_E,781,17.23
P005,M013,SKU_A,808,18.57
P008,M031,SKU_B,593,14.29
P063,M051,SKU_A,827,17.57
P090,M003,SKU_B,424,9.24
P096,M076,SKU_A,1653,33.85
P006,M081,SKU_A,499,12.11
P031,M001,SKU_A,752,16.5
P028,M052,SKU_D,263,6.46
P080,M075,SKU_A,1481,31.38
P029,M038,SKU_C,1577,32.61
P004,M078,SKU_C,836,19.42
P085,M043,SKU_A,978,20.52
P057,M055,SKU_C,349,9.87
P033,M097,SKU_C,506,11.25
P076,M040,SKU_B,1557,32.82
P020,M051,SKU_C,1815,38.1
P092,M020,SKU_E,1035,23.26
P043,M008,SKU_A,205,6.14
P041,M089,SKU_D,1410,30.13
P028,M022,SKU_C,712,15.33
P087,M085,SKU_A,374,8.19
P057,M084,SKU_D,902,19.08
P083,M039,SKU_A,1672,36.37
P060,M021,SKU_B,111,4.74
P051,M091,SKU_E,121,4.45
P041,M010,SKU_C,509,11.83
P051,M067,SKU_D,1757,36.58
P066,M051,SKU_C,1335,29.15
P055,M029,SKU_C,565,12.53
